0.000000000000000000e+00 4.000000000000000000e+01 4.175237475980269153e+01 4.619639429512648054e-02
1.282051282051281937e-01 2.722849593293541659e+01 2.458031354494362830e+01 7.789355588473582115e-01
2.564102564102563875e-01 1.853477476924701506e+01 1.695164131200807844e+01 4.646057557196103360e+00
3.846153846153845812e-01 1.261685098555790852e+01 1.042668298516737657e+01 6.762076539565920363e+00
5.128205128205127750e-01 8.588446893667891047e+00 6.293480425827272740e+00 3.899470242637312900e+00
6.410256410256409687e-01 5.846262282861700577e+00 6.743616377713236965e+00 -7.830458902191674397e+00
7.692307692307691624e-01 3.979623219794338418e+00 3.670509309924056218e+00 -5.469196986172482511e+00
8.974358974358973562e-01 2.708978866369637473e+00 2.727563688579974777e+00 -3.651938837612377586e+00
1.025641025641025550e+00 1.844035501133841626e+00 2.292120185768335983e+00 7.827236125806193101e+00
1.153846153846153744e+00 1.255257828570283118e+00 1.911864200408657677e+00 -3.399162879793118375e+00
1.282051282051281937e+00 8.544695670002824262e-01 1.381273264947779023e+00 -1.432579545421388545e+00
1.410256410256410131e+00 5.816480282471071517e-01 2.037720642753520384e+00 1.888618096813391156e-01
1.538461538461538325e+00 3.959350242881564119e-01 1.507430659115425176e+00 5.039306027128887422e+00
1.666666666666666519e+00 2.695178799634186939e-01 2.331476702599977191e-02 -5.714877495520090278e+00
1.794871794871794712e+00 1.834641624609331390e-01 1.723762220455463678e+00 -2.338996144035687230e+00
1.923076923076922906e+00 1.248863300351730488e-01 1.252076685548747292e+00 1.879892725895797367e+00
2.051282051282051100e+00 8.501167323604844062e-02 -1.898991273986670114e+00 6.862539825633076074e-01
2.179487179487179294e+00 5.786849997399447221e-02 -9.537059706225023969e-01 -2.035065605839438962e+00
2.307692307692307487e+00 3.939180540467455971e-02 -2.059984919254185254e-01 6.102741933327415325e+00
2.435897435897435681e+00 2.681449033130413329e-02 2.830918702825037325e+00 -5.270060431050259453e+00
2.564102564102563875e+00 1.825295602324125341e-02 3.633104753263773912e+00 -4.668846279474668792e-01
2.692307692307692069e+00 1.242501347107183296e-02 9.527239085456555845e-01 4.813962273067413922e-03
2.820512820512820262e+00 8.457860719093690180e-03 2.508439885759927268e+00 -1.670535758839439389e+00
2.948717948717948456e+00 5.757370654779415953e-03 -1.330360776667206979e+00 6.905083508829399364e+00
3.076923076923076650e+00 3.919113586451574913e-03 3.701770534625745124e-01 8.824662010233249587e-01
3.205128205128204844e+00 2.667789208735215148e-03 2.774912227065096104e+00 -2.076484142282573497e+00
3.333333333333333037e+00 1.815997190499394221e-03 9.601630780968900547e-01 -5.362727913962653581e+00
3.461538461538461231e+00 1.236171802893374066e-03 8.859323969174034419e-01 4.158269418425108999e-02
3.589743589743589425e+00 8.414774726872914154e-04 1.929137231609808101e+00 1.410713044475840450e+00
3.717948717948717618e+00 5.728041485680670283e-04 -7.516296567117515259e-01 7.351759159476634053e-01
3.846153846153845812e+00 3.899148857413541709e-04 -1.739196446070762292e+00 -2.021831759806592022e+00
3.974358974358974006e+00 2.654198970149859184e-04 1.712571991241171210e+00 4.310081941494362745e+00
4.102564102564102200e+00 1.806746146598169392e-04 -4.042102750865597116e-01 3.285732908950410813e+00
4.230769230769229949e+00 1.229874502612376573e-04 1.070230875430414619e+00 3.129999376406564782e+00
4.358974358974358587e+00 8.371908223100496690e-05 -5.879583035415089087e-01 7.305358865850334560e+00
4.487179487179487225e+00 5.698861725090008162e-05 -2.126568290724947019e+00 4.750591648954187285e+00
4.615384615384614975e+00 3.879285832599370555e-05 4.875304617299083820e-01 8.289243571135344046e-01
4.743589743589742724e+00 2.640677962890652214e-05 -1.142509171722967121e-01 -5.222678285020230682e+00
4.871794871794871362e+00 1.797542229319006759e-05 1.454412253886896433e+00 -1.884326317302826403e+00
5.000000000000000000e+00 1.223609282007303144e-05 -1.026444935278123749e+00 8.188699811472552881e+00
